run_id,version,trade_id,symbol,side,entry_time,entry_price,exit_time,exit_price,sl,tp,exit_reason,risk_reward_at_open,heat_pips,mae_pips,mfe_pips,duration_minutes,profit_pips,r_multiple,soft_exit_saved,soft_exit_outcome,m5_prev_open,m5_prev_high,m5_prev_low,m5_prev_close,m5_prev_volume,m5_last_open,m5_last_high,m5_last_low,m5_last_close,m5_last_volume,m5_close_open,m5_close_high,m5_close_low,m5_close_close,m5_close_volume,m15_ema20,m15_ema50,m15_ema200,m15_rsi,m15_macd_hist,m15_atr,m15_trend,h1_ema20,h1_ema50,h1_ema200,h1_rsi,h1_macd_hist,h1_atr,h1_trend,close_m15_ema20,close_m15_ema50,close_m15_ema200,close_m15_rsi,close_m15_macd_hist,close_m15_atr,close_m15_trend,close_h1_ema20,close_h1_ema50,close_h1_ema200,close_h1_rsi,close_h1_macd_hist,close_h1_atr,close_h1_trend
grid_20251108T163755,1,EURUSD-2025-10-06T01:20:00.000Z-20,EURUSD,SELL,2025-10-06T01:20:00.000Z,1.17128,2025-10-06T01:40:00.000Z,1.17205,1.17205,1.16974,hard_sl,2,7.9,7.9,2.7,20,-7.7,-1,0,,1.17168,1.1719,1.1716,1.17161,,1.17161,1.17162,1.17128,1.17128,,1.17186,1.17207,1.17172,1.17191,,1.17188,1.17216,1.17296,39.21,-0.0001,0.00064,bearish,1.17304,1.17312,1.17297,45.1,-0.0003,0.00111,bearish,1.17188,1.17215,1.17296,49.1,0,0.00066,bearish,1.17304,1.17312,1.17297,45.1,-0.0003,0.00111,bearish
grid_20251108T163755,1,EURUSD-2025-10-06T05:10:00.000Z-21,EURUSD,SELL,2025-10-06T05:10:00.000Z,1.17174,2025-10-06T06:45:00.000Z,1.16988,1.17267,1.16988,hard_tp,2,2.1,2.1,26.1,95,18.6,2,0,,1.17243,1.17252,1.17227,1.17234,,1.17233,1.17235,1.17174,1.17174,,1.17012,1.17016,1.16913,1.16919,,1.17226,1.17228,1.17283,42.32,-0.0001,0.00046,bearish,1.17275,1.17299,1.17278,40.86,-0.0002,0.00092,bearish,1.1715,1.17193,1.17273,27.03,-0.0003,0.00068,bearish,1.17243,1.17284,1.17272,29.63,-0.0003,0.00106,bearish
grid_20251108T163755,1,EURUSD-2025-10-06T06:05:00.000Z-22,EURUSD,SELL,2025-10-06T06:05:00.000Z,1.17126,2025-10-06T06:45:00.000Z,1.16958,1.1721,1.16958,hard_tp,2,0.4,0.4,21.3,40,16.8,2,0,,1.17169,1.17195,1.17147,1.17151,,1.17154,1.17174,1.17124,1.17126,,1.17012,1.17016,1.16913,1.16919,,1.17197,1.17215,1.17277,32.5,-0.0002,0.00052,bearish,1.17243,1.17284,1.17272,29.63,-0.0003,0.00106,bearish,1.1715,1.17193,1.17273,27.03,-0.0003,0.00068,bearish,1.17243,1.17284,1.17272,29.63,-0.0003,0.00106,bearish
grid_20251108T163755,1,EURUSD-2025-10-06T06:10:00.000Z-23,EURUSD,SELL,2025-10-06T06:10:00.000Z,1.17071,2025-10-06T07:40:00.000Z,1.16793,1.1721,1.16793,hard_tp,2,5.9,5.9,38.1,90,27.8,2,0,,1.17154,1.17174,1.17124,1.17126,,1.17125,1.17127,1.17042,1.17071,,1.1711,1.17115,1.1669,1.16694,,1.17197,1.17215,1.17277,32.5,-0.0002,0.00052,bearish,1.17243,1.17284,1.17272,29.63,-0.0003,0.00106,bearish,1.17093,1.17164,1.17269,26.47,-0.0004,0.00104,bearish,1.17184,1.17258,1.17265,21.27,-0.0006,0.00132,bearish
grid_20251108T163755,1,EURUSD-2025-10-06T06:40:00.000Z-24,EURUSD,SELL,2025-10-06T06:40:00.000Z,1.17009,2025-10-06T07:40:00.000Z,1.16737,1.17145,1.16737,hard_tp,2,11.2,11.2,31.9,60,27.2,2,0,,1.17079,1.17118,1.17075,1.17086,,1.17085,1.17094,1.17,1.17009,,1.1711,1.17115,1.1669,1.16694,,1.17172,1.17203,1.17274,31.26,-0.0002,0.00061,bearish,1.17243,1.17284,1.17272,29.63,-0.0003,0.00106,bearish,1.17093,1.17164,1.17269,26.47,-0.0004,0.00104,bearish,1.17184,1.17258,1.17265,21.27,-0.0006,0.00132,bearish
grid_20251108T163755,1,EURUSD-2025-10-06T06:45:00.000Z-25,EURUSD,SELL,2025-10-06T06:45:00.000Z,1.16919,2025-10-06T10:45:00.000Z,1.16603,1.17133,1.16491,soft_exit,2,20.2,20.2,40.2,240,31.6,1.48,1,SL,1.17085,1.17094,1.17,1.17009,,1.17012,1.17016,1.16913,1.16919,,1.16618,1.16618,1.16581,1.16603,,1.1715,1.17193,1.17273,27.03,-0.0003,0.00068,bearish,1.17243,1.17284,1.17272,29.63,-0.0003,0.00106,bearish,1.16758,1.16949,1.17225,38.26,0,0.0013,bearish,1.17047,1.1719,1.17245,24.03,-0.0007,0.00163,bearish
grid_20251108T163755,1,EURUSD-2025-10-06T07:40:00.000Z-26,EURUSD,SELL,2025-10-06T07:40:00.000Z,1.16694,2025-10-06T10:45:00.000Z,1.16603,1.17136,1.1581,soft_exit,2,9.8,9.8,17.7,185,9.1,0.21,1,SL,1.17075,1.17121,1.17062,1.17108,,1.1711,1.17115,1.1669,1.16694,,1.16618,1.16618,1.16581,1.16603,,1.17093,1.17164,1.17269,26.47,-0.0004,0.00104,bearish,1.17184,1.17258,1.17265,21.27,-0.0006,0.00132,bearish,1.16758,1.16949,1.17225,38.26,0,0.0013,bearish,1.17047,1.1719,1.17245,24.03,-0.0007,0.00163,bearish
grid_20251108T163755,1,EURUSD-2025-10-06T08:50:00.000Z-27,EURUSD,SELL,2025-10-06T08:50:00.000Z,1.16696,2025-10-06T10:45:00.000Z,1.16603,1.16807,1.16474,soft_exit,2,0.3,0.3,17,115,9.3,0.84,1,SL,1.16768,1.16792,1.16751,1.16751,,1.16752,1.16752,1.16691,1.16696,,1.16618,1.16618,1.16581,1.16603,,1.16925,1.17073,1.17254,34.47,-0.0004,0.00134,bearish,1.17135,1.17236,1.17258,25.13,-0.0007,0.00148,bearish,1.16758,1.16949,1.17225,38.26,0,0.0013,bearish,1.17047,1.1719,1.17245,24.03,-0.0007,0.00163,bearish
grid_20251108T163755,1,EURUSD-2025-10-06T08:55:00.000Z-28,EURUSD,SELL,2025-10-06T08:55:00.000Z,1.16677,2025-10-06T10:45:00.000Z,1.16603,1.16807,1.16417,soft_exit,2,1.9,1.9,15.1,110,7.4,0.57,1,SL,1.16752,1.16752,1.16691,1.16696,,1.16696,1.16699,1.16667,1.16677,,1.16618,1.16618,1.16581,1.16603,,1.16925,1.17073,1.17254,34.47,-0.0004,0.00134,bearish,1.17135,1.17236,1.17258,25.13,-0.0007,0.00148,bearish,1.16758,1.16949,1.17225,38.26,0,0.0013,bearish,1.17047,1.1719,1.17245,24.03,-0.0007,0.00163,bearish
grid_20251108T163755,1,EURUSD-2025-10-06T09:00:00.000Z-29,EURUSD,SELL,2025-10-06T09:00:00.000Z,1.16633,2025-10-06T10:45:00.000Z,1.16603,1.16767,1.16365,soft_exit,2,4.5,4.5,10.7,105,3,0.22,1,SL,1.16696,1.16699,1.16667,1.16677,,1.16672,1.16696,1.16631,1.16633,,1.16618,1.16618,1.16581,1.16603,,1.16899,1.17056,1.17251,33.74,-0.0003,0.00139,bearish,1.1709,1.17213,1.17252,24.74,-0.0007,0.00152,bearish,1.16758,1.16949,1.17225,38.26,0,0.0013,bearish,1.17047,1.1719,1.17245,24.03,-0.0007,0.00163,bearish
grid_20251108T163755,1,EURUSD-2025-10-06T10:00:00.000Z-30,EURUSD,SELL,2025-10-06T10:00:00.000Z,1.16601,2025-10-06T10:45:00.000Z,1.16603,1.16691,1.16421,soft_exit,2,3.9,3.9,7.5,45,-0.2,-0.02,1,SL,1.16625,1.16676,1.16625,1.16661,,1.1666,1.16668,1.16601,1.16601,,1.16618,1.16618,1.16581,1.16603,,1.16804,1.1699,1.17236,33.34,-0.0002,0.0014,bearish,1.17047,1.1719,1.17245,24.03,-0.0007,0.00163,bearish,1.16758,1.16949,1.17225,38.26,0,0.0013,bearish,1.17047,1.1719,1.17245,24.03,-0.0007,0.00163,bearish
grid_20251108T163755,1,EURUSD-2025-10-06T10:05:00.000Z-31,EURUSD,SELL,2025-10-06T10:05:00.000Z,1.16552,2025-10-06T10:45:00.000Z,1.16603,1.16691,1.16274,soft_exit,2,8.8,8.8,2.6,40,-5.1,-0.37,1,SL,1.1666,1.16668,1.16601,1.16601,,1.16602,1.16607,1.1654,1.16552,,1.16618,1.16618,1.16581,1.16603,,1.16804,1.1699,1.17236,33.34,-0.0002,0.0014,bearish,1.17047,1.1719,1.17245,24.03,-0.0007,0.00163,bearish,1.16758,1.16949,1.17225,38.26,0,0.0013,bearish,1.17047,1.1719,1.17245,24.03,-0.0007,0.00163,bearish
grid_20251108T163755,1,EURUSD-2025-10-07T07:00:00.000Z-32,EURUSD,SELL,2025-10-07T07:00:00.000Z,1.16828,2025-10-07T08:45:00.000Z,1.16672,1.16906,1.16672,hard_tp,2,2.1,2.1,16.2,105,15.6,2,0,,1.16849,1.16886,1.16846,1.16869,,1.16867,1.16878,1.16816,1.16828,,1.16708,1.16708,1.16666,1.16677,,1.16944,1.17002,1.17094,27.26,-0.0001,0.00056,bearish,1.17001,1.17091,1.17191,34.46,-0.0002,0.00096,bearish,1.16839,1.16938,1.1708,26.2,-0.0001,0.00064,bearish,1.16969,1.17074,1.17187,30.63,-0.0003,0.00102,bearish
grid_20251108T163755,1,EURUSD-2025-10-07T07:05:00.000Z-33,EURUSD,SELL,2025-10-07T07:05:00.000Z,1.16802,2025-10-07T10:15:00.000Z,1.16717,1.16901,1.16604,soft_exit,2,4.7,4.7,19.7,190,8.5,0.86,0,TP,1.16867,1.16878,1.16816,1.16828,,1.16831,1.16838,1.168,1.16802,,1.16702,1.16723,1.167,1.16717,,1.16944,1.17002,1.17094,27.26,-0.0001,0.00056,bearish,1.17001,1.17091,1.17191,34.46,-0.0002,0.00096,bearish,1.16764,1.16881,1.17064,37.66,0,0.00065,bearish,1.16921,1.17045,1.17179,36.95,-0.0004,0.0011,bearish
grid_20251108T163755,1,EURUSD-2025-10-07T08:15:00.000Z-34,EURUSD,SELL,2025-10-07T08:15:00.000Z,1.16776,2025-10-07T09:15:00.000Z,1.16646,1.16841,1.16646,hard_tp,2,0,0,13.3,60,13,2,0,,1.16811,1.16826,1.16801,1.16811,,1.1681,1.1682,1.16763,1.16776,,1.16655,1.16665,1.16643,1.16646,,1.16874,1.1696,1.17085,31.05,-0.0001,0.00063,bearish,1.16969,1.17074,1.17187,30.63,-0.0003,0.00102,bearish,1.16805,1.16916,1.17075,25.1,-0.0001,0.00066,bearish,1.1694,1.17058,1.17183,30.95,-0.0004,0.00105,bearish
grid_20251108T163755,1,EURUSD-2025-10-07T08:20:00.000Z-35,EURUSD,SELL,2025-10-07T08:20:00.000Z,1.1675,2025-10-07T10:15:00.000Z,1.16717,1.16841,1.16568,soft_exit,2,0.9,0.9,14.5,115,3.3,0.36,0,TP,1.1681,1.1682,1.16763,1.16776,,1.16774,1.16774,1.16748,1.1675,,1.16702,1.16723,1.167,1.16717,,1.16874,1.1696,1.17085,31.05,-0.0001,0.00063,bearish,1.16969,1.17074,1.17187,30.63,-0.0003,0.00102,bearish,1.16764,1.16881,1.17064,37.66,0,0.00065,bearish,1.16921,1.17045,1.17179,36.95,-0.0004,0.0011,bearish
grid_20251108T163755,1,EURUSD-2025-10-08T00:05:00.000Z-36,EURUSD,SELL,2025-10-08T00:05:00.000Z,1.1647,2025-10-08T02:15:00.000Z,1.16198,1.16606,1.16198,hard_tp,2,4.3,4.3,29.5,130,27.2,2,0,,1.16529,1.16529,1.16498,1.16515,,1.16489,1.16492,1.1647,1.1647,,1.16228,1.16229,1.16175,1.1618,,1.16592,1.16642,1.16899,29.45,-0.0001,0.00041,bearish,1.16674,1.16855,1.17141,34.43,0,0.00115,bearish,1.16435,1.16552,1.16862,17.94,-0.0003,0.0006,bearish,1.16597,1.16809,1.17138,26.73,-0.0003,0.00114,bearish
grid_20251108T163755,1,EURUSD-2025-10-08T01:00:00.000Z-37,EURUSD,SELL,2025-10-08T01:00:00.000Z,1.164,2025-10-08T04:45:00.000Z,1.16195,1.16528,1.16144,soft_exit,2,4,4,24,225,20.5,1.6,0,TP,1.16497,1.16497,1.16463,1.16471,,1.16469,1.16469,1.16366,1.164,,1.16161,1.16197,1.1616,1.16195,,1.16549,1.16616,1.16884,26.49,-0.0001,0.00042,bearish,1.16635,1.16832,1.1714,27.55,-0.0002,0.00116,bearish,1.1629,1.16438,1.16812,28.81,0,0.00042,bearish,1.16528,1.16763,1.17134,25.35,-0.0003,0.0011,bearish
grid_20251108T163755,1,EURUSD-2025-10-08T04:15:00.000Z-38,EURUSD,SELL,2025-10-08T04:15:00.000Z,1.16197,2025-10-08T04:45:00.000Z,1.16195,1.16248,1.16095,soft_exit,2,1.4,1.4,3.7,30,0.2,0.04,0,TP,1.16217,1.1622,1.16199,1.16211,,1.16211,1.16213,1.16196,1.16197,,1.16161,1.16197,1.1616,1.16195,,1.16315,1.1646,1.16823,24.78,0,0.00056,bearish,1.16528,1.16763,1.17134,25.35,-0.0003,0.0011,bearish,1.1629,1.16438,1.16812,28.81,0,0.00042,bearish,1.16528,1.16763,1.17134,25.35,-0.0003,0.0011,bearish
