run_id,version,trade_id,symbol,side,entry_time,entry_price,exit_time,exit_price,sl,tp,exit_reason,risk_reward_at_open,heat_pips,mae_pips,mfe_pips,duration_minutes,profit_pips,r_multiple,soft_exit_saved,soft_exit_outcome,m5_prev_open,m5_prev_high,m5_prev_low,m5_prev_close,m5_prev_volume,m5_last_open,m5_last_high,m5_last_low,m5_last_close,m5_last_volume,m5_close_open,m5_close_high,m5_close_low,m5_close_close,m5_close_volume,m15_ema20,m15_ema50,m15_ema200,m15_rsi,m15_macd_hist,m15_atr,m15_trend,h1_ema20,h1_ema50,h1_ema200,h1_rsi,h1_macd_hist,h1_atr,h1_trend,close_m15_ema20,close_m15_ema50,close_m15_ema200,close_m15_rsi,close_m15_macd_hist,close_m15_atr,close_m15_trend,close_h1_ema20,close_h1_ema50,close_h1_ema200,close_h1_rsi,close_h1_macd_hist,close_h1_atr,close_h1_trend
grid_20251108T163755,1,GBPUSD-2025-09-29T04:10:00.000Z-0,GBPUSD,BUY,2025-09-29T04:10:00.000Z,1.34326,2025-09-29T04:15:00.000Z,1.34329,1.34273,1.3439,soft_exit,1.2,0.6,0.6,0.3,5,0.3,0.06,0,TP,1.34288,1.34304,1.34288,1.34304,,1.34308,1.34326,1.34308,1.34326,,1.3432,1.34329,1.3432,1.34329,,1.34247,1.34115,1.33891,70.27,0,0.00039,bullish,1.34057,1.34041,1.34997,72.35,0.0005,0.00095,bullish,1.34255,1.34123,1.3389,70.58,0,0.00038,bullish,1.34057,1.34041,1.34997,72.35,0.0005,0.00095,bullish
grid_20251108T163755,1,GBPUSD-2025-09-29T12:35:00.000Z-1,GBPUSD,BUY,2025-09-29T12:35:00.000Z,1.34481,2025-09-29T16:55:00.000Z,1.34336,1.34336,1.34655,hard_sl,1.2,19.2,19.2,0,260,-14.5,-1,0,,1.34391,1.34391,1.34351,1.34391,,1.34448,1.34481,1.34443,1.34481,,1.343,1.34313,1.34289,1.34313,,1.34369,1.34309,1.33861,59.88,0.0001,0.00069,bullish,1.34252,1.34142,1.34914,68.64,0.0001,0.0012,bullish,1.34369,1.34309,1.33861,59.88,0.0001,0.00069,bullish,1.34252,1.34142,1.34914,68.64,0.0001,0.0012,bullish
grid_20251108T163755,1,GBPUSD-2025-09-30T07:15:00.000Z-2,GBPUSD,BUY,2025-09-30T07:15:00.000Z,1.34461,2025-09-30T07:40:00.000Z,1.34385,1.34385,1.34552,hard_sl,1.2,13,13,5.2,25,-7.6,-1,0,,1.34425,1.34425,1.34403,1.34403,,1.34418,1.34461,1.34418,1.34461,,1.34423,1.34423,1.34331,1.34396,,1.3439,1.34355,1.34155,61.08,0.0001,0.00063,bullish,1.34335,1.34247,1.34713,60.85,0,0.00107,bullish,1.34391,1.34357,1.34159,51.48,0,0.00072,bullish,1.34335,1.34247,1.34713,60.85,0,0.00107,bullish
grid_20251108T163755,1,GBPUSD-2025-09-30T07:20:00.000Z-3,GBPUSD,BUY,2025-09-30T07:20:00.000Z,1.34504,2025-09-30T07:40:00.000Z,1.34388,1.34388,1.34643,hard_sl,1.2,17.3,17.3,0.9,20,-11.6,-1,0,,1.34418,1.34461,1.34418,1.34461,,1.34479,1.34512,1.34479,1.34504,,1.34423,1.34423,1.34331,1.34396,,1.3439,1.34355,1.34155,61.08,0.0001,0.00063,bullish,1.34335,1.34247,1.34713,60.85,0,0.00107,bullish,1.34391,1.34357,1.34159,51.48,0,0.00072,bullish,1.34335,1.34247,1.34713,60.85,0,0.00107,bullish
grid_20251108T163755,1,GBPUSD-2025-09-30T07:50:00.000Z-4,GBPUSD,BUY,2025-09-30T07:50:00.000Z,1.34461,2025-09-30T09:00:00.000Z,1.34466,1.34316,1.34635,soft_exit,1.2,4.7,4.7,6.2,70,0.5,0.03,1,SL,1.34434,1.34434,1.34418,1.34419,,1.34445,1.34463,1.34445,1.34461,,1.3445,1.34481,1.3445,1.34466,,1.34399,1.34362,1.34164,57.57,0.0001,0.00074,bullish,1.34335,1.34247,1.34713,60.85,0,0.00107,bullish,1.34425,1.3438,1.34186,51.67,0,0.0008,bullish,1.34357,1.34263,1.34695,58.65,0,0.00109,bullish
grid_20251108T163755,1,GBPUSD-2025-09-30T07:55:00.000Z-5,GBPUSD,BUY,2025-09-30T07:55:00.000Z,1.34479,2025-09-30T09:00:00.000Z,1.34466,1.34403,1.3457,soft_exit,1.2,6.5,6.5,4.4,65,-1.3,-0.17,1,SL,1.34445,1.34463,1.34445,1.34461,,1.34448,1.34479,1.3443,1.34479,,1.3445,1.34481,1.3445,1.34466,,1.34399,1.34362,1.34164,57.57,0.0001,0.00074,bullish,1.34335,1.34247,1.34713,60.85,0,0.00107,bullish,1.34425,1.3438,1.34186,51.67,0,0.0008,bullish,1.34357,1.34263,1.34695,58.65,0,0.00109,bullish
grid_20251108T163755,1,GBPUSD-2025-09-30T08:30:00.000Z-6,GBPUSD,BUY,2025-09-30T08:30:00.000Z,1.3449,2025-09-30T09:00:00.000Z,1.34466,1.34399,1.34599,soft_exit,1.2,4,4,3.3,30,-2.4,-0.26,1,SL,1.34465,1.34465,1.34423,1.34445,,1.34454,1.34494,1.34454,1.3449,,1.3445,1.34481,1.3445,1.34466,,1.34421,1.34375,1.34177,56.87,0.0001,0.00078,bullish,1.34347,1.34255,1.34704,59.35,0,0.00105,bullish,1.34425,1.3438,1.34186,51.67,0,0.0008,bullish,1.34357,1.34263,1.34695,58.65,0,0.00109,bullish
grid_20251108T163755,1,GBPUSD-2025-09-30T08:40:00.000Z-7,GBPUSD,BUY,2025-09-30T08:40:00.000Z,1.3449,2025-09-30T09:00:00.000Z,1.34466,1.34439,1.34551,soft_exit,1.2,4,4,3.3,20,-2.4,-0.47,1,SL,1.34483,1.34483,1.34454,1.34457,,1.34452,1.34503,1.34452,1.3449,,1.3445,1.34481,1.3445,1.34466,,1.34421,1.34375,1.34177,56.87,0.0001,0.00078,bullish,1.34347,1.34255,1.34704,59.35,0,0.00105,bullish,1.34425,1.3438,1.34186,51.67,0,0.0008,bullish,1.34357,1.34263,1.34695,58.65,0,0.00109,bullish
grid_20251108T163755,1,GBPUSD-2025-09-30T08:45:00.000Z-8,GBPUSD,BUY,2025-09-30T08:45:00.000Z,1.34521,2025-09-30T09:00:00.000Z,1.34466,1.34437,1.34622,soft_exit,1.2,7.1,7.1,0.2,15,-5.5,-0.65,1,SL,1.34452,1.34503,1.34452,1.3449,,1.34499,1.34521,1.34481,1.34521,,1.3445,1.34481,1.3445,1.34466,,1.34424,1.34378,1.34181,54.15,0,0.00079,bullish,1.34347,1.34255,1.34704,59.35,0,0.00105,bullish,1.34425,1.3438,1.34186,51.67,0,0.0008,bullish,1.34357,1.34263,1.34695,58.65,0,0.00109,bullish
grid_20251108T163755,1,GBPUSD-2025-09-30T14:30:00.000Z-9,GBPUSD,BUY,2025-09-30T14:30:00.000Z,1.34497,2025-09-30T14:50:00.000Z,1.3463,1.34386,1.3463,hard_tp,1.2,0,0,17.4,20,13.32,1.2,0,,1.34423,1.34452,1.34401,1.34447,,1.34479,1.34499,1.34479,1.34497,,1.34631,1.34671,1.34586,1.34671,,1.34412,1.34393,1.34277,57.91,0.0002,0.001,bullish,1.34398,1.34297,1.34654,66.53,0.0001,0.00157,bullish,1.34432,1.34402,1.34282,61.72,0.0002,0.00105,bullish,1.34398,1.34297,1.34654,66.53,0.0001,0.00157,bullish
